[2025-09-14 16:27:45,734] [INFO] [real_accelerator.py:161:get_accelerator] Setting ds_accelerator to cuda (auto detect)
2025-09-14 16:32:57,234 Stage: Train 0.5 | Epoch: 2 | Iter: 6600 | Total Loss: 0.009533 | Recon Loss: 0.009000 | Commit Loss: 0.001065 | Perplexity: 936.668643
2025-09-14 16:33:05,921 Stage: Train 0.5 | Epoch: 2 | Iter: 6800 | Total Loss: 0.009348 | Recon Loss: 0.008806 | Commit Loss: 0.001083 | Perplexity: 924.379196
2025-09-14 16:33:14,656 Stage: Train 0.5 | Epoch: 2 | Iter: 7000 | Total Loss: 0.009393 | Recon Loss: 0.008863 | Commit Loss: 0.001061 | Perplexity: 926.776725
2025-09-14 16:33:23,346 Stage: Train 0.5 | Epoch: 2 | Iter: 7200 | Total Loss: 0.009240 | Recon Loss: 0.008703 | Commit Loss: 0.001075 | Perplexity: 932.738534
2025-09-14 16:33:32,022 Stage: Train 0.5 | Epoch: 2 | Iter: 7400 | Total Loss: 0.008918 | Recon Loss: 0.008358 | Commit Loss: 0.001120 | Perplexity: 932.752222
2025-09-14 16:33:40,735 Stage: Train 0.5 | Epoch: 2 | Iter: 7600 | Total Loss: 0.008630 | Recon Loss: 0.008079 | Commit Loss: 0.001101 | Perplexity: 930.586026
2025-09-14 16:33:49,413 Stage: Train 0.5 | Epoch: 2 | Iter: 7800 | Total Loss: 0.008666 | Recon Loss: 0.008076 | Commit Loss: 0.001181 | Perplexity: 924.068699
2025-09-14 16:33:58,125 Stage: Train 0.5 | Epoch: 2 | Iter: 8000 | Total Loss: 0.008846 | Recon Loss: 0.008256 | Commit Loss: 0.001180 | Perplexity: 933.052143
2025-09-14 16:34:06,811 Stage: Train 0.5 | Epoch: 2 | Iter: 8200 | Total Loss: 0.008616 | Recon Loss: 0.008066 | Commit Loss: 0.001099 | Perplexity: 932.419019
2025-09-14 16:34:15,541 Stage: Train 0.5 | Epoch: 2 | Iter: 8400 | Total Loss: 0.008313 | Recon Loss: 0.007728 | Commit Loss: 0.001170 | Perplexity: 935.055697
2025-09-14 16:34:24,248 Stage: Train 0.5 | Epoch: 2 | Iter: 8600 | Total Loss: 0.008474 | Recon Loss: 0.007878 | Commit Loss: 0.001191 | Perplexity: 931.991776
2025-09-14 16:34:32,960 Stage: Train 0.5 | Epoch: 2 | Iter: 8800 | Total Loss: 0.008068 | Recon Loss: 0.007469 | Commit Loss: 0.001199 | Perplexity: 929.443323
2025-09-14 16:34:41,640 Stage: Train 0.5 | Epoch: 2 | Iter: 9000 | Total Loss: 0.008046 | Recon Loss: 0.007426 | Commit Loss: 0.001241 | Perplexity: 926.978197
Trainning Epoch:   2%|▏         | 3/165 [06:40<5:59:13, 133.04s/it]2025-09-14 16:34:50,349 Stage: Train 0.5 | Epoch: 3 | Iter: 9200 | Total Loss: 0.008284 | Recon Loss: 0.007669 | Commit Loss: 0.001230 | Perplexity: 925.955565
2025-09-14 16:34:59,102 Stage: Train 0.5 | Epoch: 3 | Iter: 9400 | Total Loss: 0.007622 | Recon Loss: 0.007011 | Commit Loss: 0.001222 | Perplexity: 932.844492
2025-09-14 16:35:07,884 Stage: Train 0.5 | Epoch: 3 | Iter: 9600 | Total Loss: 0.007741 | Recon Loss: 0.007125 | Commit Loss: 0.001231 | Perplexity: 928.673547
2025-09-14 16:35:16,674 Stage: Train 0.5 | Epoch: 3 | Iter: 9800 | Total Loss: 0.007608 | Recon Loss: 0.006985 | Commit Loss: 0.001245 | Perplexity: 930.888752
2025-09-14 16:35:25,575 Stage: Train 0.5 | Epoch: 3 | Iter: 10000 | Total Loss: 0.007551 | Recon Loss: 0.006937 | Commit Loss: 0.001229 | Perplexity: 932.690728
2025-09-14 16:35:34,384 Stage: Train 0.5 | Epoch: 3 | Iter: 10200 | Total Loss: 0.007231 | Recon Loss: 0.006608 | Commit Loss: 0.001247 | Perplexity: 931.786248
2025-09-14 16:35:43,210 Stage: Train 0.5 | Epoch: 3 | Iter: 10400 | Total Loss: 0.007707 | Recon Loss: 0.007109 | Commit Loss: 0.001197 | Perplexity: 925.969409
2025-09-14 16:35:51,909 Stage: Train 0.5 | Epoch: 3 | Iter: 10600 | Total Loss: 0.007141 | Recon Loss: 0.006517 | Commit Loss: 0.001249 | Perplexity: 926.463648
2025-09-14 16:36:00,583 Stage: Train 0.5 | Epoch: 3 | Iter: 10800 | Total Loss: 0.007511 | Recon Loss: 0.006896 | Commit Loss: 0.001229 | Perplexity: 925.315816
2025-09-14 16:36:09,286 Stage: Train 0.5 | Epoch: 3 | Iter: 11000 | Total Loss: 0.007524 | Recon Loss: 0.006924 | Commit Loss: 0.001200 | Perplexity: 927.948597
2025-09-14 16:36:17,990 Stage: Train 0.5 | Epoch: 3 | Iter: 11200 | Total Loss: 0.007141 | Recon Loss: 0.006541 | Commit Loss: 0.001199 | Perplexity: 927.582186
2025-09-14 16:36:26,681 Stage: Train 0.5 | Epoch: 3 | Iter: 11400 | Total Loss: 0.007271 | Recon Loss: 0.006664 | Commit Loss: 0.001216 | Perplexity: 928.347586
2025-09-14 16:36:35,388 Stage: Train 0.5 | Epoch: 3 | Iter: 11600 | Total Loss: 0.007183 | Recon Loss: 0.006602 | Commit Loss: 0.001163 | Perplexity: 930.189875
2025-09-14 16:36:44,089 Stage: Train 0.5 | Epoch: 3 | Iter: 11800 | Total Loss: 0.007004 | Recon Loss: 0.006395 | Commit Loss: 0.001218 | Perplexity: 931.099113
2025-09-14 16:36:52,763 Stage: Train 0.5 | Epoch: 3 | Iter: 12000 | Total Loss: 0.006953 | Recon Loss: 0.006344 | Commit Loss: 0.001218 | Perplexity: 931.833800
Trainning Epoch:   2%|▏         | 4/165 [08:52<5:56:43, 132.94s/it]2025-09-14 16:37:01,458 Stage: Train 0.5 | Epoch: 4 | Iter: 12200 | Total Loss: 0.006930 | Recon Loss: 0.006369 | Commit Loss: 0.001122 | Perplexity: 926.019527
2025-09-14 16:37:10,151 Stage: Train 0.5 | Epoch: 4 | Iter: 12400 | Total Loss: 0.006804 | Recon Loss: 0.006207 | Commit Loss: 0.001192 | Perplexity: 935.488661
2025-09-14 16:37:18,848 Stage: Train 0.5 | Epoch: 4 | Iter: 12600 | Total Loss: 0.006930 | Recon Loss: 0.006344 | Commit Loss: 0.001172 | Perplexity: 935.332380
2025-09-14 16:37:27,553 Stage: Train 0.5 | Epoch: 4 | Iter: 12800 | Total Loss: 0.006581 | Recon Loss: 0.005988 | Commit Loss: 0.001187 | Perplexity: 938.543950
2025-09-14 16:37:36,275 Stage: Train 0.5 | Epoch: 4 | Iter: 13000 | Total Loss: 0.006729 | Recon Loss: 0.006151 | Commit Loss: 0.001156 | Perplexity: 936.735636
2025-09-14 16:37:44,968 Stage: Train 0.5 | Epoch: 4 | Iter: 13200 | Total Loss: 0.006640 | Recon Loss: 0.006033 | Commit Loss: 0.001215 | Perplexity: 938.534339
2025-09-14 16:37:53,690 Stage: Train 0.5 | Epoch: 4 | Iter: 13400 | Total Loss: 0.006515 | Recon Loss: 0.005919 | Commit Loss: 0.001193 | Perplexity: 935.263126
2025-09-14 16:38:02,405 Stage: Train 0.5 | Epoch: 4 | Iter: 13600 | Total Loss: 0.006339 | Recon Loss: 0.005749 | Commit Loss: 0.001180 | Perplexity: 935.898374
2025-09-14 16:38:11,096 Stage: Train 0.5 | Epoch: 4 | Iter: 13800 | Total Loss: 0.006785 | Recon Loss: 0.006196 | Commit Loss: 0.001177 | Perplexity: 938.494944
2025-09-14 16:38:19,800 Stage: Train 0.5 | Epoch: 4 | Iter: 14000 | Total Loss: 0.006499 | Recon Loss: 0.005906 | Commit Loss: 0.001186 | Perplexity: 940.396333
2025-09-14 16:38:28,486 Stage: Train 0.5 | Epoch: 4 | Iter: 14200 | Total Loss: 0.006447 | Recon Loss: 0.005850 | Commit Loss: 0.001192 | Perplexity: 937.157259
2025-09-14 16:38:37,196 Stage: Train 0.5 | Epoch: 4 | Iter: 14400 | Total Loss: 0.006244 | Recon Loss: 0.005654 | Commit Loss: 0.001180 | Perplexity: 935.758827
2025-09-14 16:38:45,880 Stage: Train 0.5 | Epoch: 4 | Iter: 14600 | Total Loss: 0.006374 | Recon Loss: 0.005801 | Commit Loss: 0.001148 | Perplexity: 936.426557
2025-09-14 16:38:54,573 Stage: Train 0.5 | Epoch: 4 | Iter: 14800 | Total Loss: 0.006170 | Recon Loss: 0.005600 | Commit Loss: 0.001139 | Perplexity: 935.584343
2025-09-14 16:39:03,302 Stage: Train 0.5 | Epoch: 4 | Iter: 15000 | Total Loss: 0.006183 | Recon Loss: 0.005597 | Commit Loss: 0.001172 | Perplexity: 939.098616
Trainning Epoch:   3%|▎         | 5/165 [11:05<5:53:45, 132.66s/it]2025-09-14 16:39:11,981 Stage: Train 0.5 | Epoch: 5 | Iter: 15200 | Total Loss: 0.006121 | Recon Loss: 0.005537 | Commit Loss: 0.001167 | Perplexity: 936.721150
2025-09-14 16:39:20,705 Stage: Train 0.5 | Epoch: 5 | Iter: 15400 | Total Loss: 0.006183 | Recon Loss: 0.005608 | Commit Loss: 0.001150 | Perplexity: 941.460050
2025-09-14 16:39:29,432 Stage: Train 0.5 | Epoch: 5 | Iter: 15600 | Total Loss: 0.006104 | Recon Loss: 0.005528 | Commit Loss: 0.001153 | Perplexity: 940.999590
2025-09-14 16:39:38,175 Stage: Train 0.5 | Epoch: 5 | Iter: 15800 | Total Loss: 0.006125 | Recon Loss: 0.005546 | Commit Loss: 0.001158 | Perplexity: 937.310836
2025-09-14 16:39:46,991 Stage: Train 0.5 | Epoch: 5 | Iter: 16000 | Total Loss: 0.006179 | Recon Loss: 0.005607 | Commit Loss: 0.001144 | Perplexity: 938.719988
2025-09-14 16:39:55,699 Stage: Train 0.5 | Epoch: 5 | Iter: 16200 | Total Loss: 0.005846 | Recon Loss: 0.005281 | Commit Loss: 0.001130 | Perplexity: 944.266609
2025-09-14 16:40:04,472 Stage: Train 0.5 | Epoch: 5 | Iter: 16400 | Total Loss: 0.006047 | Recon Loss: 0.005455 | Commit Loss: 0.001183 | Perplexity: 941.111448
2025-09-14 16:40:13,190 Stage: Train 0.5 | Epoch: 5 | Iter: 16600 | Total Loss: 0.005907 | Recon Loss: 0.005320 | Commit Loss: 0.001174 | Perplexity: 939.503459
2025-09-14 16:40:21,945 Stage: Train 0.5 | Epoch: 5 | Iter: 16800 | Total Loss: 0.005891 | Recon Loss: 0.005315 | Commit Loss: 0.001152 | Perplexity: 941.963968
2025-09-14 16:40:30,653 Stage: Train 0.5 | Epoch: 5 | Iter: 17000 | Total Loss: 0.005937 | Recon Loss: 0.005359 | Commit Loss: 0.001156 | Perplexity: 941.942972
2025-09-14 16:40:39,371 Stage: Train 0.5 | Epoch: 5 | Iter: 17200 | Total Loss: 0.005894 | Recon Loss: 0.005330 | Commit Loss: 0.001128 | Perplexity: 940.906892
2025-09-14 16:40:48,088 Stage: Train 0.5 | Epoch: 5 | Iter: 17400 | Total Loss: 0.005742 | Recon Loss: 0.005179 | Commit Loss: 0.001125 | Perplexity: 948.950118
2025-09-14 16:40:56,831 Stage: Train 0.5 | Epoch: 5 | Iter: 17600 | Total Loss: 0.005774 | Recon Loss: 0.005214 | Commit Loss: 0.001119 | Perplexity: 947.446455
2025-09-14 16:41:05,573 Stage: Train 0.5 | Epoch: 5 | Iter: 17800 | Total Loss: 0.005903 | Recon Loss: 0.005343 | Commit Loss: 0.001119 | Perplexity: 950.539993
2025-09-14 16:41:14,265 Stage: Train 0.5 | Epoch: 5 | Iter: 18000 | Total Loss: 0.005770 | Recon Loss: 0.005219 | Commit Loss: 0.001102 | Perplexity: 954.269986
2025-09-14 16:41:23,017 Stage: Train 0.5 | Epoch: 5 | Iter: 18200 | Total Loss: 0.005769 | Recon Loss: 0.005200 | Commit Loss: 0.001137 | Perplexity: 954.662879
Trainning Epoch:   4%|▎         | 6/165 [13:17<5:51:34, 132.67s/it]2025-09-14 16:41:31,728 Stage: Train 0.5 | Epoch: 6 | Iter: 18400 | Total Loss: 0.005841 | Recon Loss: 0.005292 | Commit Loss: 0.001099 | Perplexity: 946.011736
2025-09-14 16:41:40,465 Stage: Train 0.5 | Epoch: 6 | Iter: 18600 | Total Loss: 0.005619 | Recon Loss: 0.005059 | Commit Loss: 0.001121 | Perplexity: 951.998994
2025-09-14 16:41:49,197 Stage: Train 0.5 | Epoch: 6 | Iter: 18800 | Total Loss: 0.005764 | Recon Loss: 0.005205 | Commit Loss: 0.001117 | Perplexity: 949.593372
2025-09-14 16:41:57,928 Stage: Train 0.5 | Epoch: 6 | Iter: 19000 | Total Loss: 0.005472 | Recon Loss: 0.004908 | Commit Loss: 0.001129 | Perplexity: 948.117862
2025-09-14 16:42:06,645 Stage: Train 0.5 | Epoch: 6 | Iter: 19200 | Total Loss: 0.005700 | Recon Loss: 0.005133 | Commit Loss: 0.001134 | Perplexity: 955.471362
2025-09-14 16:42:15,372 Stage: Train 0.5 | Epoch: 6 | Iter: 19400 | Total Loss: 0.005517 | Recon Loss: 0.004972 | Commit Loss: 0.001091 | Perplexity: 950.071053
2025-09-14 16:42:24,099 Stage: Train 0.5 | Epoch: 6 | Iter: 19600 | Total Loss: 0.005705 | Recon Loss: 0.005148 | Commit Loss: 0.001113 | Perplexity: 952.791983
2025-09-14 16:42:32,790 Stage: Train 0.5 | Epoch: 6 | Iter: 19800 | Total Loss: 0.005652 | Recon Loss: 0.005106 | Commit Loss: 0.001091 | Perplexity: 954.320995
2025-09-14 16:42:41,486 Stage: Train 0.5 | Epoch: 6 | Iter: 20000 | Total Loss: 0.005343 | Recon Loss: 0.004785 | Commit Loss: 0.001116 | Perplexity: 957.932679
2025-09-14 16:42:41,487 Saving model at iteration 20000
2025-09-14 16:42:41,646 Saving current state to vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_7_step_20000
2025-09-14 16:42:41,886 Model weights saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_7_step_20000/pytorch_model.bin
2025-09-14 16:42:42,253 Optimizer state saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_7_step_20000/optimizer.bin
2025-09-14 16:42:42,253 Scheduler state saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_7_step_20000/scheduler.bin
2025-09-14 16:42:42,254 Random states saved in vqvae_experiment/h36m_j3d_f16s1_cb4096x2048/models/checkpoint_epoch_7_step_20000/random_states_0.pkl
2025-09-14 16:42:50,944 Stage: Train 0.5 | Epoch: 6 | Iter: 20200 | Total Loss: 0.005459 | Recon Loss: 0.004907 | Commit Loss: 0.001105 | Perplexity: 948.287807
2025-09-14 16:42:59,603 Stage: Train 0.5 | Epoch: 6 | Iter: 20400 | Total Loss: 0.005427 | Recon Loss: 0.004881 | Commit Loss: 0.001094 | Perplexity: 955.258579
2025-09-14 16:43:08,261 Stage: Train 0.5 | Epoch: 6 | Iter: 20600 | Total Loss: 0.005454 | Recon Loss: 0.004912 | Commit Loss: 0.001085 | Perplexity: 953.745921
2025-09-14 16:43:16,912 Stage: Train 0.5 | Epoch: 6 | Iter: 20800 | Total Loss: 0.005387 | Recon Loss: 0.004851 | Commit Loss: 0.001071 | Perplexity: 955.554658
2025-09-14 16:43:25,553 Stage: Train 0.5 | Epoch: 6 | Iter: 21000 | Total Loss: 0.005466 | Recon Loss: 0.004923 | Commit Loss: 0.001085 | Perplexity: 954.697955
2025-09-14 16:43:34,257 Stage: Train 0.5 | Epoch: 6 | Iter: 21200 | Total Loss: 0.005356 | Recon Loss: 0.004808 | Commit Loss: 0.001095 | Perplexity: 954.086087
Trainning Epoch:   4%|▍         | 7/165 [15:31<5:49:55, 132.88s/it]2025-09-14 16:43:43,387 Stage: Train 0.5 | Epoch: 7 | Iter: 21400 | Total Loss: 0.005318 | Recon Loss: 0.004783 | Commit Loss: 0.001070 | Perplexity: 954.088364
2025-09-14 16:43:52,068 Stage: Train 0.5 | Epoch: 7 | Iter: 21600 | Total Loss: 0.005305 | Recon Loss: 0.004774 | Commit Loss: 0.001062 | Perplexity: 955.132639
2025-09-14 16:44:00,757 Stage: Train 0.5 | Epoch: 7 | Iter: 21800 | Total Loss: 0.005431 | Recon Loss: 0.004886 | Commit Loss: 0.001090 | Perplexity: 952.273095
2025-09-14 16:44:09,428 Stage: Train 0.5 | Epoch: 7 | Iter: 22000 | Total Loss: 0.005315 | Recon Loss: 0.004763 | Commit Loss: 0.001105 | Perplexity: 957.023777
2025-09-14 16:44:18,116 Stage: Train 0.5 | Epoch: 7 | Iter: 22200 | Total Loss: 0.005314 | Recon Loss: 0.004781 | Commit Loss: 0.001065 | Perplexity: 959.569236
2025-09-14 16:44:26,834 Stage: Train 0.5 | Epoch: 7 | Iter: 22400 | Total Loss: 0.005331 | Recon Loss: 0.004786 | Commit Loss: 0.001090 | Perplexity: 962.790692
2025-09-14 16:44:35,534 Stage: Train 0.5 | Epoch: 7 | Iter: 22600 | Total Loss: 0.005417 | Recon Loss: 0.004875 | Commit Loss: 0.001084 | Perplexity: 964.598752
2025-09-14 16:44:44,237 Stage: Train 0.5 | Epoch: 7 | Iter: 22800 | Total Loss: 0.005207 | Recon Loss: 0.004675 | Commit Loss: 0.001064 | Perplexity: 961.536446
2025-09-14 16:44:52,937 Stage: Train 0.5 | Epoch: 7 | Iter: 23000 | Total Loss: 0.005239 | Recon Loss: 0.004691 | Commit Loss: 0.001095 | Perplexity: 962.134338
2025-09-14 16:45:01,609 Stage: Train 0.5 | Epoch: 7 | Iter: 23200 | Total Loss: 0.005230 | Recon Loss: 0.004715 | Commit Loss: 0.001031 | Perplexity: 960.834803
2025-09-14 16:45:10,308 Stage: Train 0.5 | Epoch: 7 | Iter: 23400 | Total Loss: 0.005058 | Recon Loss: 0.004535 | Commit Loss: 0.001044 | Perplexity: 963.309493
2025-09-14 16:45:19,016 Stage: Train 0.5 | Epoch: 7 | Iter: 23600 | Total Loss: 0.005196 | Recon Loss: 0.004663 | Commit Loss: 0.001065 | Perplexity: 961.264379
2025-09-14 16:45:27,712 Stage: Train 0.5 | Epoch: 7 | Iter: 23800 | Total Loss: 0.005045 | Recon Loss: 0.004513 | Commit Loss: 0.001064 | Perplexity: 965.250361
2025-09-14 16:45:36,413 Stage: Train 0.5 | Epoch: 7 | Iter: 24000 | Total Loss: 0.005084 | Recon Loss: 0.004575 | Commit Loss: 0.001019 | Perplexity: 959.097049
